"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.03814884303E+003, +1.03211014972E-001, +0.00000000000E+000
+2.04065040650E+003, +1.05163612285E-001, +0.00000000000E+000
+2.04315196998E+003, +1.07082898031E-001, +0.00000000000E+000
+2.04565353346E+003, +1.09111288273E-001, +0.00000000000E+000
+2.04815509694E+003, +1.11195375862E-001, +0.00000000000E+000
+2.05065666041E+003, +1.13355978478E-001, +0.00000000000E+000
+2.05315822389E+003, +1.15558272391E-001, +0.00000000000E+000
+2.05565978737E+003, +1.17867121986E-001, +0.00000000000E+000
+2.05816135084E+003, +1.20314863837E-001, +0.00000000000E+000
+2.06066291432E+003, +1.22855118458E-001, +0.00000000000E+000
+2.06316447780E+003, +1.25512885300E-001, +0.00000000000E+000
+2.06566604128E+003, +1.28302904860E-001, +0.00000000000E+000
+2.06816760475E+003, +1.31186278728E-001, +0.00000000000E+000
+2.07066916823E+003, +1.34113207119E-001, +0.00000000000E+000
+2.07317073171E+003, +1.37239360124E-001, +0.00000000000E+000
+2.07567229518E+003, +1.40497100838E-001, +0.00000000000E+000
+2.07817385866E+003, +1.43948343776E-001, +0.00000000000E+000
+2.08067542214E+003, +1.47064511340E-001, +0.00000000000E+000
+2.08317698562E+003, +1.50879038364E-001, +0.00000000000E+000
+2.08567854909E+003, +1.55043105197E-001, +0.00000000000E+000
+2.08818011257E+003, +1.59135179316E-001, +0.00000000000E+000
+2.09068167605E+003, +1.63413070745E-001, +0.00000000000E+000
+2.09318323952E+003, +1.67915541697E-001, +0.00000000000E+000
+2.09568480300E+003, +1.72901139986E-001, +0.00000000000E+000
+2.09818636648E+003, +1.77903519024E-001, +0.00000000000E+000
+2.10068792996E+003, +1.83274991759E-001, +0.00000000000E+000
+2.10318949343E+003, +1.89166035393E-001, +0.00000000000E+000
+2.10569105691E+003, +1.95317369035E-001, +0.00000000000E+000
+2.10819262039E+003, +2.01720119975E-001, +0.00000000000E+000
+2.11069418386E+003, +2.08738016110E-001, +0.00000000000E+000
+2.11319574734E+003, +2.16184109437E-001, +0.00000000000E+000
+2.11569731082E+003, +2.24091609907E-001, +0.00000000000E+000
+2.11819887430E+003, +2.32583303314E-001, +0.00000000000E+000
+2.12070043777E+003, +2.41833433348E-001, +0.00000000000E+000
+2.12320200125E+003, +2.51655335983E-001, +0.00000000000E+000
+2.12570356473E+003, +2.62277072641E-001, +0.00000000000E+000
+2.12820512821E+003, +2.73759540608E-001, +0.00000000000E+000
+2.13070669168E+003, +2.86327944104E-001, +0.00000000000E+000
+2.13320825516E+003, +3.00089489393E-001, +0.00000000000E+000
+2.13570981864E+003, +3.15020946615E-001, +0.00000000000E+000
+2.13821138211E+003, +3.31309088712E-001, +0.00000000000E+000
+2.14071294559E+003, +3.49172752631E-001, +0.00000000000E+000
+2.14321450907E+003, +3.68437859187E-001, +0.00000000000E+000
+2.14571607255E+003, +3.89321926959E-001, +0.00000000000E+000
+2.14821763602E+003, +4.11748596561E-001, +0.00000000000E+000
+2.15071919950E+003, +4.35007255262E-001, +0.00000000000E+000
+2.15322076298E+003, +4.58880569728E-001, +0.00000000000E+000
+2.15572232645E+003, +4.82851496853E-001, +0.00000000000E+000
+2.15822388993E+003, +5.06905504660E-001, +0.00000000000E+000
+2.16072545341E+003, +5.29642409835E-001, +0.00000000000E+000
+2.16322701689E+003, +5.49877089644E-001, +0.00000000000E+000
+2.16572858036E+003, +5.66352444259E-001, +0.00000000000E+000
+2.16823014384E+003, +5.78168962634E-001, +0.00000000000E+000
+2.17073170732E+003, +5.84774116168E-001, +0.00000000000E+000
+2.17323327079E+003, +5.86139158817E-001, +0.00000000000E+000
+2.17573483427E+003, +5.82629009891E-001, +0.00000000000E+000
+2.17823639775E+003, +5.74701540876E-001, +0.00000000000E+000
+2.18073796123E+003, +5.63593399311E-001, +0.00000000000E+000
+2.18323952470E+003, +5.50230461116E-001, +0.00000000000E+000
+2.18574108818E+003, +5.35211352472E-001, +0.00000000000E+000
+2.18824265166E+003, +5.19188932996E-001, +0.00000000000E+000
+2.19074421513E+003, +5.02622435150E-001, +0.00000000000E+000
+2.19324577861E+003, +4.85959629159E-001, +0.00000000000E+000
+2.19574734209E+003, +4.69607685262E-001, +0.00000000000E+000
+2.19824890557E+003, +4.53418965849E-001, +0.00000000000E+000
+2.20075046904E+003, +4.37668971695E-001, +0.00000000000E+000
+2.20325203252E+003, +4.22123330716E-001, +0.00000000000E+000
+2.20575359600E+003, +4.07107875261E-001, +0.00000000000E+000
+2.20825515947E+003, +3.92570212338E-001, +0.00000000000E+000
+2.21075672295E+003, +3.78634035778E-001, +0.00000000000E+000
+2.21325828643E+003, +3.65420244578E-001, +0.00000000000E+000
+2.21575984991E+003, +3.52663542649E-001, +0.00000000000E+000
+2.21826141338E+003, +3.40579646398E-001, +0.00000000000E+000
+2.22076297686E+003, +3.28884032044E-001, +0.00000000000E+000
+2.22326454034E+003, +3.18017301356E-001, +0.00000000000E+000
+2.22576610381E+003, +3.07570355226E-001, +0.00000000000E+000
+2.22826766729E+003, +2.97713303154E-001, +0.00000000000E+000
+2.23076923077E+003, +2.88362826982E-001, +0.00000000000E+000
+2.23327079425E+003, +2.79389739518E-001, +0.00000000000E+000
+2.23577235772E+003, +2.70997127551E-001, +0.00000000000E+000
+2.23827392120E+003, +2.62871711742E-001, +0.00000000000E+000
+2.24077548468E+003, +2.55107665219E-001, +0.00000000000E+000
+2.24327704816E+003, +2.47762991523E-001, +0.00000000000E+000
+2.24577861163E+003, +2.40647402721E-001, +0.00000000000E+000
+2.24828017511E+003, +2.34002796287E-001, +0.00000000000E+000
+2.25078173859E+003, +2.27628075755E-001, +0.00000000000E+000
+2.25328330206E+003, +2.21530080273E-001, +0.00000000000E+000
+2.25578486554E+003, +2.15648499689E-001, +0.00000000000E+000
+2.25828642902E+003, +2.10148219733E-001, +0.00000000000E+000
+2.26078799250E+003, +2.04838208891E-001, +0.00000000000E+000
+2.26328955597E+003, +1.99758929660E-001, +0.00000000000E+000
+2.26579111945E+003, +1.95005124915E-001, +0.00000000000E+000
+2.26829268293E+003, +1.90266162818E-001, +0.00000000000E+000
+2.27079424640E+003, +1.85950263473E-001, +0.00000000000E+000
+2.27329580988E+003, +1.81539361432E-001, +0.00000000000E+000
+2.27579737336E+003, +1.77275500682E-001, +0.00000000000E+000
+2.27829893684E+003, +1.73414622785E-001, +0.00000000000E+000
+2.28080050031E+003, +1.69602286869E-001, +0.00000000000E+000
+2.28330206379E+003, +1.66118592373E-001, +0.00000000000E+000
+2.28580362727E+003, +1.62556597044E-001, +0.00000000000E+000
+2.28830519074E+003, +1.59182606803E-001, +0.00000000000E+000
+2.29080675422E+003, +1.56012097612E-001, +0.00000000000E+000
+2.29330831770E+003, +1.52965652129E-001, +0.00000000000E+000
+2.29580988118E+003, +1.49991265801E-001, +0.00000000000E+000
+2.29831144465E+003, +1.47217397287E-001, +0.00000000000E+000
+2.30081300813E+003, +1.44489951399E-001, +0.00000000000E+000
+2.30331457161E+003, +1.41804921535E-001, +0.00000000000E+000
+2.30581613508E+003, +1.39330321899E-001, +0.00000000000E+000
+2.30831769856E+003, +1.36892388399E-001, +0.00000000000E+000
+2.31081926204E+003, +1.34476433275E-001, +0.00000000000E+000
+2.31332082552E+003, +1.32205072439E-001, +0.00000000000E+000
+2.31582238899E+003, +1.29976237262E-001, +0.00000000000E+000
+2.31832395247E+003, +1.27809751776E-001, +0.00000000000E+000
+2.32082551595E+003, +1.25794015512E-001, +0.00000000000E+000
+2.32332707942E+003, +1.23670672497E-001, +0.00000000000E+000
+2.32582864290E+003, +1.21802651696E-001, +0.00000000000E+000
+2.32833020638E+003, +1.19928419246E-001, +0.00000000000E+000
+2.33083176986E+003, +1.18117673971E-001, +0.00000000000E+000
+2.33333333333E+003, +1.16281723316E-001, +0.00000000000E+000
+2.33583489681E+003, +1.14541995061E-001, +0.00000000000E+000
+2.33833646029E+003, +1.12932642701E-001, +0.00000000000E+000
+2.34083802376E+003, +1.11301702054E-001, +0.00000000000E+000
+2.34333958724E+003, +1.09623059706E-001, +0.00000000000E+000
+2.34584115072E+003, +1.08093745317E-001, +0.00000000000E+000
+2.34834271420E+003, +1.06577072344E-001, +0.00000000000E+000
+2.35084427767E+003, +1.05180354740E-001, +0.00000000000E+000
+2.35334584115E+003, +1.03722451057E-001, +0.00000000000E+000
+2.35584740463E+003, +1.02471268837E-001, +0.00000000000E+000
+2.35834896811E+003, +1.00986907515E-001, +0.00000000000E+000
+2.36085053158E+003, +9.97119705885E-002, +0.00000000000E+000
+2.36335209506E+003, +9.84982507330E-002, +0.00000000000E+000
+2.36585365854E+003, +9.71467598992E-002, +0.00000000000E+000
+2.36835522201E+003, +9.58729730046E-002, +0.00000000000E+000
+2.37085678549E+003, +9.45513777665E-002, +0.00000000000E+000
+2.37335834897E+003, +9.34744922546E-002, +0.00000000000E+000
+2.37585991245E+003, +9.22838035531E-002, +0.00000000000E+000
+2.37836147592E+003, +9.13651100743E-002, +0.00000000000E+000
+2.38086303940E+003, +9.03580257037E-002, +0.00000000000E+000
+2.38336460288E+003, +8.92029076491E-002, +0.00000000000E+000
+2.38586616635E+003, +8.81752810132E-002, +0.00000000000E+000
+2.38836772983E+003, +8.71901829220E-002, +0.00000000000E+000
+2.39086929331E+003, +8.63946178366E-002, +0.00000000000E+000
+2.39337085679E+003, +8.53755972737E-002, +0.00000000000E+000
+2.39587242026E+003, +8.44948034299E-002, +0.00000000000E+000
+2.39837398374E+003, +8.36597930636E-002, +0.00000000000E+000
+2.40087554722E+003, +8.26411320828E-002, +0.00000000000E+000
+2.40337711069E+003, +8.19068765684E-002, +0.00000000000E+000
+2.40587867417E+003, +8.08682949531E-002, +0.00000000000E+000
+2.40838023765E+003, +8.00432151172E-002, +0.00000000000E+000
+2.41088180113E+003, +7.96063346520E-002, +0.00000000000E+000
+2.41338336460E+003, +7.87811849668E-002, +0.00000000000E+000
+2.41588492808E+003, +7.77335496708E-002, +0.00000000000E+000
+2.41838649156E+003, +7.72742224399E-002, +0.00000000000E+000
+2.42088805503E+003, +7.62561514109E-002, +0.00000000000E+000
+2.42338961851E+003, +7.55314214277E-002, +0.00000000000E+000
+2.42589118199E+003, +7.48053880664E-002, +0.00000000000E+000
+2.42839274547E+003, +7.41802797945E-002, +0.00000000000E+000
+2.43089430894E+003, +7.31964803843E-002, +0.00000000000E+000
+2.43339587242E+003, +7.26791679474E-002, +0.00000000000E+000
+2.43589743590E+003, +7.22102853647E-002, +0.00000000000E+000
+2.43839899937E+003, +7.15406781547E-002, +0.00000000000E+000
+2.44090056285E+003, +7.08056651035E-002, +0.00000000000E+000
+2.44340212633E+003, +7.01262103105E-002, +0.00000000000E+000
+2.44590368981E+003, +6.97399894914E-002, +0.00000000000E+000
+2.44840525328E+003, +6.90908278750E-002, +0.00000000000E+000
+2.45090681676E+003, +6.87137193345E-002, +0.00000000000E+000
+2.45340838024E+003, +6.77484843725E-002, +0.00000000000E+000
+2.45590994371E+003, +6.74029854877E-002, +0.00000000000E+000
+2.45841150719E+003, +6.67193775146E-002, +0.00000000000E+000
+2.46091307067E+003, +6.61680209940E-002, +0.00000000000E+000
+2.46341463415E+003, +6.56429211358E-002, +0.00000000000E+000
+2.46591619762E+003, +6.50514737068E-002, +0.00000000000E+000
+2.46841776110E+003, +6.47297173921E-002, +0.00000000000E+000
+2.47091932458E+003, +6.41542866642E-002, +0.00000000000E+000
+2.47342088806E+003, +6.35788710081E-002, +0.00000000000E+000
+2.47592245153E+003, +6.29716934831E-002, +0.00000000000E+000
+2.47842401501E+003, +6.27797152936E-002, +0.00000000000E+000
+2.48092557849E+003, +6.24135071238E-002, +0.00000000000E+000
+2.48342714196E+003, +6.18689446383E-002, +0.00000000000E+000
+2.48592870544E+003, +6.13411828687E-002, +0.00000000000E+000
+2.48843026892E+003, +6.07085249863E-002, +0.00000000000E+000
+2.49093183240E+003, +6.03824616712E-002, +0.00000000000E+000
+2.49343339587E+003, +5.97455029127E-002, +0.00000000000E+000
+2.49593495935E+003, +5.95243583409E-002, +0.00000000000E+000
+2.49843652283E+003, +5.91282948768E-002, +0.00000000000E+000
+2.50093808630E+003, +5.84621095617E-002, +0.00000000000E+000
+2.50343964978E+003, +5.79554113648E-002, +0.00000000000E+000
+2.50594121326E+003, +5.75954237533E-002, +0.00000000000E+000
+2.50844277674E+003, +5.72154894692E-002, +0.00000000000E+000
+2.51094434021E+003, +5.70121988690E-002, +0.00000000000E+000
+2.51344590369E+003, +5.66212435348E-002, +0.00000000000E+000
+2.51594746717E+003, +5.61544129915E-002, +0.00000000000E+000
+2.51844903064E+003, +5.59714442769E-002, +0.00000000000E+000
+2.52095059412E+003, +5.55056014800E-002, +0.00000000000E+000
+2.52345215760E+003, +5.49349661556E-002, +0.00000000000E+000
+2.52595372108E+003, +5.45124365099E-002, +0.00000000000E+000
+2.52845528455E+003, +5.43454035830E-002, +0.00000000000E+000
+2.53095684803E+003, +5.38186799134E-002, +0.00000000000E+000
+2.53345841151E+003, +5.33730819464E-002, +0.00000000000E+000
+2.53595997498E+003, +5.31658240492E-002, +0.00000000000E+000
+2.53846153846E+003, +5.28435394546E-002, +0.00000000000E+000
+2.54096310194E+003, +5.24376387797E-002, +0.00000000000E+000
+2.54346466542E+003, +5.20667748493E-002, +0.00000000000E+000
+2.54596622889E+003, +5.18562891962E-002, +0.00000000000E+000
+2.54846779237E+003, +5.19050055796E-002, +0.00000000000E+000
+2.55096935585E+003, +5.12823981510E-002, +0.00000000000E+000
+2.55347091932E+003, +5.12116135633E-002, +0.00000000000E+000
+2.55597248280E+003, +5.07681762512E-002, +0.00000000000E+000
+2.55847404628E+003, +5.03888229491E-002, +0.00000000000E+000
+2.56097560976E+003, +5.03243776735E-002, +0.00000000000E+000
+2.56347717323E+003, +4.98664431391E-002, +0.00000000000E+000
+2.56597873671E+003, +4.99369404554E-002, +0.00000000000E+000
+2.56848030019E+003, +4.98790963254E-002, +0.00000000000E+000
+2.57098186366E+003, +4.95064285088E-002, +0.00000000000E+000
+2.57348342714E+003, +4.91434453213E-002, +0.00000000000E+000
+2.57598499062E+003, +4.91277223036E-002, +0.00000000000E+000
+2.57848655410E+003, +4.86893427204E-002, +0.00000000000E+000
+2.58098811757E+003, +4.82126696441E-002, +0.00000000000E+000
+2.58348968105E+003, +4.79671118714E-002, +0.00000000000E+000
+2.58599124453E+003, +4.79369977066E-002, +0.00000000000E+000
+2.58849280801E+003, +4.75535246415E-002, +0.00000000000E+000
+2.59099437148E+003, +4.72818055522E-002, +0.00000000000E+000
+2.59349593496E+003, +4.68394802925E-002, +0.00000000000E+000
+2.59599749844E+003, +4.69407427789E-002, +0.00000000000E+000
+2.59849906191E+003, +4.67382870999E-002, +0.00000000000E+000
+2.60100062539E+003, +4.60909745541E-002, +0.00000000000E+000
+2.60350218887E+003, +4.56360359311E-002, +0.00000000000E+000
+2.60600375235E+003, +4.57299730005E-002, +0.00000000000E+000
+2.60850531582E+003, +4.52064598135E-002, +0.00000000000E+000
+2.61100687930E+003, +4.52091888089E-002, +0.00000000000E+000
+2.61350844278E+003, +4.47566368163E-002, +0.00000000000E+000
+2.61601000625E+003, +4.48692376277E-002, +0.00000000000E+000
+2.61851156973E+003, +4.46647756136E-002, +0.00000000000E+000
+2.62101313321E+003, +4.44707912936E-002, +0.00000000000E+000
+2.62351469669E+003, +4.40696805067E-002, +0.00000000000E+000
+2.62601626016E+003, +4.41594080308E-002, +0.00000000000E+000
+2.62851782364E+003, +4.38424001307E-002, +0.00000000000E+000
+2.63101938712E+003, +4.36450223174E-002, +0.00000000000E+000
+2.63352095059E+003, +4.35014542282E-002, +0.00000000000E+000
+2.63602251407E+003, +4.34712562879E-002, +0.00000000000E+000
+2.63852407755E+003, +4.30635336552E-002, +0.00000000000E+000
+2.64102564103E+003, +4.28230181047E-002, +0.00000000000E+000
+2.64352720450E+003, +4.26626545000E-002, +0.00000000000E+000
+2.64602876798E+003, +4.24876134005E-002, +0.00000000000E+000
+2.64853033146E+003, +4.23443926065E-002, +0.00000000000E+000
+2.65103189493E+003, +4.20648550147E-002, +0.00000000000E+000
+2.65353345841E+003, +4.21277314447E-002, +0.00000000000E+000
+2.65603502189E+003, +4.18613220849E-002, +0.00000000000E+000
+2.65853658537E+003, +4.17024519524E-002, +0.00000000000E+000
+2.66103814884E+003, +4.11197771901E-002, +0.00000000000E+000
+2.66353971232E+003, +4.12756128342E-002, +0.00000000000E+000
+2.66604127580E+003, +4.12963011846E-002, +0.00000000000E+000
+2.66854283927E+003, +4.10875543927E-002, +0.00000000000E+000
+2.67104440275E+003, +4.07344051176E-002, +0.00000000000E+000
+2.67354596623E+003, +4.06513462786E-002, +0.00000000000E+000
+2.67604752971E+003, +4.03800292999E-002, +0.00000000000E+000
+2.67854909318E+003, +4.03029885841E-002, +0.00000000000E+000
+2.68105065666E+003, +4.00779743282E-002, +0.00000000000E+000
+2.68355222014E+003, +4.01021849232E-002, +0.00000000000E+000
+2.68605378361E+003, +3.99016355643E-002, +0.00000000000E+000
+2.68855534709E+003, +3.98742646748E-002, +0.00000000000E+000
+2.69105691057E+003, +3.98347391575E-002, +0.00000000000E+000
+2.69355847405E+003, +3.97446090502E-002, +0.00000000000E+000
+2.69606003752E+003, +3.94947537489E-002, +0.00000000000E+000
+2.69856160100E+003, +3.90889144889E-002, +0.00000000000E+000
+2.70106316448E+003, +3.89984187027E-002, +0.00000000000E+000
+2.70356472795E+003, +3.91676111163E-002, +0.00000000000E+000
+2.70606629143E+003, +3.88275432296E-002, +0.00000000000E+000
+2.70856785491E+003, +3.85819700405E-002, +0.00000000000E+000
+2.71106941839E+003, +3.85777536258E-002, +0.00000000000E+000
+2.71357098186E+003, +3.82607338872E-002, +0.00000000000E+000
+2.71607254534E+003, +3.80006704661E-002, +0.00000000000E+000
+2.71857410882E+003, +3.75533179549E-002, +0.00000000000E+000
+2.72107567230E+003, +3.76240824504E-002, +0.00000000000E+000
+2.72357723577E+003, +3.74644586559E-002, +0.00000000000E+000
+2.72607879925E+003, +3.76396657049E-002, +0.00000000000E+000
+2.72858036273E+003, +3.73436678231E-002, +0.00000000000E+000
+2.73108192620E+003, +3.72607564756E-002, +0.00000000000E+000
+2.73358348968E+003, +3.71396804175E-002, +0.00000000000E+000
+2.73608505316E+003, +3.71660051814E-002, +0.00000000000E+000
+2.73858661664E+003, +3.68797935147E-002, +0.00000000000E+000
+2.74108818011E+003, +3.72145169410E-002, +0.00000000000E+000
+2.74358974359E+003, +3.71103545305E-002, +0.00000000000E+000
+2.74609130707E+003, +3.69117278007E-002, +0.00000000000E+000
+2.74859287054E+003, +3.67041819508E-002, +0.00000000000E+000
+2.75109443402E+003, +3.68731387264E-002, +0.00000000000E+000
+2.75359599750E+003, +3.68472154320E-002, +0.00000000000E+000
+2.75609756098E+003, +3.66088559559E-002, +0.00000000000E+000
+2.75859912445E+003, +3.64584581519E-002, +0.00000000000E+000
+2.76110068793E+003, +3.64153190853E-002, +0.00000000000E+000
+2.76360225141E+003, +3.63701587379E-002, +0.00000000000E+000
+2.76610381488E+003, +3.61087787169E-002, +0.00000000000E+000
+2.76860537836E+003, +3.60273534386E-002, +0.00000000000E+000
+2.77110694184E+003, +3.61273191056E-002, +0.00000000000E+000
+2.77360850532E+003, +3.57484723966E-002, +0.00000000000E+000
+2.77611006879E+003, +3.55947257175E-002, +0.00000000000E+000
+2.77861163227E+003, +3.52459262968E-002, +0.00000000000E+000
+2.78111319575E+003, +3.55345303779E-002, +0.00000000000E+000
+2.78361475922E+003, +3.53583231149E-002, +0.00000000000E+000
+2.78611632270E+003, +3.47966190436E-002, +0.00000000000E+000
+2.78861788618E+003, +3.49755881994E-002, +0.00000000000E+000
+2.79111944966E+003, +3.52666838743E-002, +0.00000000000E+000
+2.79362101313E+003, +3.47522317615E-002, +0.00000000000E+000
+2.79612257661E+003, +3.44443873973E-002, +0.00000000000E+000
+2.79862414009E+003, +3.46783011775E-002, +0.00000000000E+000
+2.80112570356E+003, +3.47102317951E-002, +0.00000000000E+000
+2.80362726704E+003, +3.44526947919E-002, +0.00000000000E+000
+2.80612883052E+003, +3.41781447275E-002, +0.00000000000E+000
+2.80863039400E+003, +3.45268350513E-002, +0.00000000000E+000
+2.81113195747E+003, +3.44888671992E-002, +0.00000000000E+000
+2.81363352095E+003, +3.41044979653E-002, +0.00000000000E+000
+2.81613508443E+003, +3.38688065509E-002, +0.00000000000E+000
+2.81863664790E+003, +3.38439457527E-002, +0.00000000000E+000
+2.82113821138E+003, +3.37030043700E-002, +0.00000000000E+000
+2.82363977486E+003, +3.31468562716E-002, +0.00000000000E+000
+2.82614133834E+003, +3.28392632461E-002, +0.00000000000E+000
+2.82864290181E+003, +3.26440211845E-002, +0.00000000000E+000
+2.83114446529E+003, +3.18195458770E-002, +0.00000000000E+000
+2.83364602877E+003, +3.11246212332E-002, +0.00000000000E+000
+2.83614759225E+003, +3.04972238236E-002, +0.00000000000E+000
+2.83864915572E+003, +3.00308775265E-002, +0.00000000000E+000
+2.84115071920E+003, +2.91839836860E-002, +0.00000000000E+000
+2.84365228268E+003, +2.81613351485E-002, +0.00000000000E+000
+2.84615384615E+003, +2.72755866291E-002, +0.00000000000E+000
+2.84865540963E+003, +2.65208010724E-002, +0.00000000000E+000
+2.85115697311E+003, +2.57107281234E-002, +0.00000000000E+000
+2.85365853659E+003, +2.47585715903E-002, +0.00000000000E+000
+2.85616010006E+003, +2.42722804849E-002, +0.00000000000E+000
+2.85866166354E+003, +2.37120780891E-002, +0.00000000000E+000
+2.86116322702E+003, +2.32301739614E-002, +0.00000000000E+000
+2.86366479049E+003, +2.29033375722E-002, +0.00000000000E+000
+2.86616635397E+003, +2.28818716743E-002, +0.00000000000E+000
+2.86866791745E+003, +2.25980383472E-002, +0.00000000000E+000
+2.87116948093E+003, +2.24379999469E-002, +0.00000000000E+000
+2.87367104440E+003, +2.22275903135E-002, +0.00000000000E+000
+2.87617260788E+003, +2.24885200185E-002, +0.00000000000E+000
+2.87867417136E+003, +2.24399178682E-002, +0.00000000000E+000
+2.88117573483E+003, +2.23714553134E-002, +0.00000000000E+000
+2.88367729831E+003, +2.24348532938E-002, +0.00000000000E+000
+2.88617886179E+003, +2.25902765907E-002, +0.00000000000E+000
+2.88868042527E+003, +2.24676464850E-002, +0.00000000000E+000
+2.89118198874E+003, +2.24743701510E-002, +0.00000000000E+000
+2.89368355222E+003, +2.25340682177E-002, +0.00000000000E+000
+2.89618511570E+003, +2.27247286306E-002, +0.00000000000E+000
+2.89868667917E+003, +2.27768186241E-002, +0.00000000000E+000
+2.90118824265E+003, +2.27211405521E-002, +0.00000000000E+000
+2.90368980613E+003, +2.26604176586E-002, +0.00000000000E+000
+2.90619136961E+003, +2.29780678089E-002, +0.00000000000E+000
+2.90869293308E+003, +2.30652194768E-002, +0.00000000000E+000
+2.91119449656E+003, +2.30385202647E-002, +0.00000000000E+000
+2.91369606004E+003, +2.29326407715E-002, +0.00000000000E+000
+2.91619762351E+003, +2.30544456324E-002, +0.00000000000E+000
+2.91869918699E+003, +2.32710198129E-002, +0.00000000000E+000
+2.92120075047E+003, +2.32846963473E-002, +0.00000000000E+000
+2.92370231395E+003, +2.32706150579E-002, +0.00000000000E+000
+2.92620387742E+003, +2.34726582281E-002, +0.00000000000E+000
+2.92870544090E+003, +2.33818326525E-002, +0.00000000000E+000
+2.93120700438E+003, +2.33017035204E-002, +0.00000000000E+000
+2.93370856785E+003, +2.35893654512E-002, +0.00000000000E+000
+2.93621013133E+003, +2.36100525217E-002, +0.00000000000E+000
+2.93871169481E+003, +2.35025973427E-002, +0.00000000000E+000
+2.94121325829E+003, +2.35620031414E-002, +0.00000000000E+000
+2.94371482176E+003, +2.35210993744E-002, +0.00000000000E+000
+2.94621638524E+003, +2.34495651378E-002, +0.00000000000E+000
+2.94871794872E+003, +2.33783193763E-002, +0.00000000000E+000
+2.95121951220E+003, +2.34670417277E-002, +0.00000000000E+000
+2.95372107567E+003, +2.35042783857E-002, +0.00000000000E+000
+2.95622263915E+003, +2.34385800745E-002, +0.00000000000E+000
+2.95872420263E+003, +2.33341161669E-002, +0.00000000000E+000
+2.96122576610E+003, +2.32009454398E-002, +0.00000000000E+000
+2.96372732958E+003, +2.32100960436E-002, +0.00000000000E+000
+2.96622889306E+003, +2.31848831477E-002, +0.00000000000E+000
+2.96873045654E+003, +2.30005942411E-002, +0.00000000000E+000
+2.97123202001E+003, +2.31230714485E-002, +0.00000000000E+000
+2.97373358349E+003, +2.31979965901E-002, +0.00000000000E+000
+2.97623514697E+003, +2.30566578846E-002, +0.00000000000E+000
+2.97873671044E+003, +2.28992615580E-002, +0.00000000000E+000
+2.98123827392E+003, +2.29862693243E-002, +0.00000000000E+000
+2.98373983740E+003, +2.30546716079E-002, +0.00000000000E+000
+2.98624140088E+003, +2.30795505653E-002, +0.00000000000E+000
+2.98874296435E+003, +2.31016728045E-002, +0.00000000000E+000
+2.99124452783E+003, +2.28913427110E-002, +0.00000000000E+000
+2.99374609131E+003, +2.27164099088E-002, +0.00000000000E+000
+2.99624765478E+003, +2.28649119006E-002, +0.00000000000E+000
+2.99874921826E+003, +2.28001463980E-002, +0.00000000000E+000
+3.00125078174E+003, +2.27234388089E-002, +0.00000000000E+000
+3.00375234522E+003, +2.27744713520E-002, +0.00000000000E+000
+3.00625390869E+003, +2.27931034628E-002, +0.00000000000E+000
+3.00875547217E+003, +2.25706114225E-002, +0.00000000000E+000
+3.01125703565E+003, +2.26723217914E-002, +0.00000000000E+000
+3.01375859912E+003, +2.26757849167E-002, +0.00000000000E+000
+3.01626016260E+003, +2.26890153776E-002, +0.00000000000E+000
+3.01876172608E+003, +2.26447687572E-002, +0.00000000000E+000
+3.02126328956E+003, +2.26024899930E-002, +0.00000000000E+000
+3.02376485303E+003, +2.24668053637E-002, +0.00000000000E+000
+3.02626641651E+003, +2.24739065409E-002, +0.00000000000E+000
+3.02876797999E+003, +2.25403930861E-002, +0.00000000000E+000
+3.03126954346E+003, +2.25094976992E-002, +0.00000000000E+000
+3.03377110694E+003, +2.23184084356E-002, +0.00000000000E+000
+3.03627267042E+003, +2.23461752549E-002, +0.00000000000E+000
+3.03877423390E+003, +2.23198696532E-002, +0.00000000000E+000
+3.04127579737E+003, +2.23510792798E-002, +0.00000000000E+000
+3.04377736085E+003, +2.23363768068E-002, +0.00000000000E+000
+3.04627892433E+003, +2.21062077607E-002, +0.00000000000E+000
+3.04878048780E+003, +2.21737544500E-002, +0.00000000000E+000
+3.05128205128E+003, +2.21540309326E-002, +0.00000000000E+000
+3.05378361476E+003, +2.21007161217E-002, +0.00000000000E+000
+3.05628517824E+003, +2.19609383671E-002, +0.00000000000E+000
+3.05878674171E+003, +2.19870297494E-002, +0.00000000000E+000
+3.06128830519E+003, +2.19104923504E-002, +0.00000000000E+000
+3.06378986867E+003, +2.18137236776E-002, +0.00000000000E+000
+3.06629143215E+003, +2.17275421775E-002, +0.00000000000E+000
+3.06879299562E+003, +2.17747168551E-002, +0.00000000000E+000
+3.07129455910E+003, +2.16972142289E-002, +0.00000000000E+000
+3.07379612258E+003, +2.16610490761E-002, +0.00000000000E+000
+3.07629768605E+003, +2.15492111947E-002, +0.00000000000E+000
+3.07879924953E+003, +2.15381921808E-002, +0.00000000000E+000
+3.08130081301E+003, +2.14014715874E-002, +0.00000000000E+000
+3.08380237649E+003, +2.12746277506E-002, +0.00000000000E+000
+3.08630393996E+003, +2.12521654394E-002, +0.00000000000E+000
+3.08880550344E+003, +2.11641147040E-002, +0.00000000000E+000
+3.09130706692E+003, +2.11668366311E-002, +0.00000000000E+000
+3.09380863039E+003, +2.11345472767E-002, +0.00000000000E+000
