"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.09631019387E+003, +2.09754452492E-002, +0.00000000000E+000
+3.09881175735E+003, +2.08118070372E-002, +0.00000000000E+000
+3.10131332083E+003, +2.08299065337E-002, +0.00000000000E+000
+3.10381488430E+003, +2.08356906532E-002, +0.00000000000E+000
+3.10631644778E+003, +2.07602167576E-002, +0.00000000000E+000
+3.10881801126E+003, +2.06614121263E-002, +0.00000000000E+000
+3.11131957473E+003, +2.06768716373E-002, +0.00000000000E+000
+3.11382113821E+003, +2.06515493833E-002, +0.00000000000E+000
+3.11632270169E+003, +2.06967413750E-002, +0.00000000000E+000
+3.11882426517E+003, +2.05258938120E-002, +0.00000000000E+000
+3.12132582864E+003, +2.03685521494E-002, +0.00000000000E+000
+3.12382739212E+003, +2.05094158865E-002, +0.00000000000E+000
+3.12632895560E+003, +2.04209974314E-002, +0.00000000000E+000
+3.12883051907E+003, +2.04059585498E-002, +0.00000000000E+000
+3.13133208255E+003, +2.03705936651E-002, +0.00000000000E+000
+3.13383364603E+003, +2.03579989230E-002, +0.00000000000E+000
+3.13633520951E+003, +2.03029996178E-002, +0.00000000000E+000
+3.13883677298E+003, +2.01737849773E-002, +0.00000000000E+000
+3.14133833646E+003, +2.00794789530E-002, +0.00000000000E+000
+3.14383989994E+003, +2.00317700867E-002, +0.00000000000E+000
+3.14634146341E+003, +2.00416684862E-002, +0.00000000000E+000
+3.14884302689E+003, +1.99816338840E-002, +0.00000000000E+000
+3.15134459037E+003, +1.98647652887E-002, +0.00000000000E+000
+3.15384615385E+003, +1.97752655568E-002, +0.00000000000E+000
+3.15634771732E+003, +1.98131881054E-002, +0.00000000000E+000
+3.15884928080E+003, +1.97795095774E-002, +0.00000000000E+000
+3.16135084428E+003, +1.96300130486E-002, +0.00000000000E+000
+3.16385240775E+003, +1.96669033129E-002, +0.00000000000E+000
+3.16635397123E+003, +1.95833776379E-002, +0.00000000000E+000
+3.16885553471E+003, +1.95505179590E-002, +0.00000000000E+000
+3.17135709819E+003, +1.94969762973E-002, +0.00000000000E+000
+3.17385866166E+003, +1.94822240907E-002, +0.00000000000E+000
+3.17636022514E+003, +1.93365553956E-002, +0.00000000000E+000
+3.17886178862E+003, +1.93042881563E-002, +0.00000000000E+000
+3.18136335210E+003, +1.92895757092E-002, +0.00000000000E+000
+3.18386491557E+003, +1.92095381537E-002, +0.00000000000E+000
+3.18636647905E+003, +1.92369795423E-002, +0.00000000000E+000
+3.18886804253E+003, +1.91180956505E-002, +0.00000000000E+000
+3.19136960600E+003, +1.90512407345E-002, +0.00000000000E+000
+3.19387116948E+003, +1.90792112038E-002, +0.00000000000E+000
+3.19637273296E+003, +1.89836192855E-002, +0.00000000000E+000
+3.19887429644E+003, +1.89208599386E-002, +0.00000000000E+000
+3.20137585991E+003, +1.88724021826E-002, +0.00000000000E+000
+3.20387742339E+003, +1.87963290972E-002, +0.00000000000E+000
+3.20637898687E+003, +1.87419046935E-002, +0.00000000000E+000
+3.20888055034E+003, +1.86922624337E-002, +0.00000000000E+000
+3.21138211382E+003, +1.85692043763E-002, +0.00000000000E+000
+3.21388367730E+003, +1.85387898124E-002, +0.00000000000E+000
+3.21638524078E+003, +1.84329267695E-002, +0.00000000000E+000
+3.21888680425E+003, +1.84258818672E-002, +0.00000000000E+000
+3.22138836773E+003, +1.84377067857E-002, +0.00000000000E+000
+3.22388993121E+003, +1.83664295515E-002, +0.00000000000E+000
+3.22639149468E+003, +1.82496136521E-002, +0.00000000000E+000
+3.22889305816E+003, +1.82883523183E-002, +0.00000000000E+000
+3.23139462164E+003, +1.83267117718E-002, +0.00000000000E+000
+3.23389618512E+003, +1.81961842872E-002, +0.00000000000E+000
+3.23639774859E+003, +1.82242700546E-002, +0.00000000000E+000
+3.23889931207E+003, +1.81283650699E-002, +0.00000000000E+000
+3.24140087555E+003, +1.81017573777E-002, +0.00000000000E+000
+3.24390243902E+003, +1.80092560735E-002, +0.00000000000E+000
+3.24640400250E+003, +1.80277553838E-002, +0.00000000000E+000
+3.24890556598E+003, +1.78557565941E-002, +0.00000000000E+000
+3.25140712946E+003, +1.78988807164E-002, +0.00000000000E+000
+3.25390869293E+003, +1.78652259877E-002, +0.00000000000E+000
+3.25641025641E+003, +1.77716657062E-002, +0.00000000000E+000
+3.25891181989E+003, +1.77092242829E-002, +0.00000000000E+000
+3.26141338336E+003, +1.76906313424E-002, +0.00000000000E+000
+3.26391494684E+003, +1.75921743420E-002, +0.00000000000E+000
+3.26641651032E+003, +1.75620385426E-002, +0.00000000000E+000
+3.26891807380E+003, +1.74829439739E-002, +0.00000000000E+000
+3.27141963727E+003, +1.75306812901E-002, +0.00000000000E+000
+3.27392120075E+003, +1.74137651479E-002, +0.00000000000E+000
+3.27642276423E+003, +1.72529730471E-002, +0.00000000000E+000
+3.27892432770E+003, +1.72966064209E-002, +0.00000000000E+000
+3.28142589118E+003, +1.73268079039E-002, +0.00000000000E+000
+3.28392745466E+003, +1.72641645378E-002, +0.00000000000E+000
+3.28642901814E+003, +1.71652188407E-002, +0.00000000000E+000
+3.28893058161E+003, +1.71804587901E-002, +0.00000000000E+000
+3.29143214509E+003, +1.71779960439E-002, +0.00000000000E+000
+3.29393370857E+003, +1.71306648377E-002, +0.00000000000E+000
+3.29643527205E+003, +1.70609703730E-002, +0.00000000000E+000
+3.29893683552E+003, +1.69886196639E-002, +0.00000000000E+000
+3.30143839900E+003, +1.69642898547E-002, +0.00000000000E+000
+3.30393996248E+003, +1.69311456018E-002, +0.00000000000E+000
+3.30644152595E+003, +1.68378536391E-002, +0.00000000000E+000
+3.30894308943E+003, +1.67119475842E-002, +0.00000000000E+000
+3.31144465291E+003, +1.67014227345E-002, +0.00000000000E+000
+3.31394621639E+003, +1.67067120086E-002, +0.00000000000E+000
+3.31644777986E+003, +1.66516994137E-002, +0.00000000000E+000
+3.31894934334E+003, +1.65451864458E-002, +0.00000000000E+000
+3.32145090682E+003, +1.65723490625E-002, +0.00000000000E+000
+3.32395247029E+003, +1.64802552699E-002, +0.00000000000E+000
+3.32645403377E+003, +1.63878252633E-002, +0.00000000000E+000
+3.32895559725E+003, +1.63465012553E-002, +0.00000000000E+000
+3.33145716073E+003, +1.63509207759E-002, +0.00000000000E+000
+3.33395872420E+003, +1.63331880994E-002, +0.00000000000E+000
+3.33646028768E+003, +1.62743746276E-002, +0.00000000000E+000
+3.33896185116E+003, +1.62505511868E-002, +0.00000000000E+000
+3.34146341463E+003, +1.62219942352E-002, +0.00000000000E+000
+3.34396497811E+003, +1.61688439910E-002, +0.00000000000E+000
+3.34646654159E+003, +1.61371817235E-002, +0.00000000000E+000
+3.34896810507E+003, +1.60748107029E-002, +0.00000000000E+000
+3.35146966854E+003, +1.60371496626E-002, +0.00000000000E+000
+3.35397123202E+003, +1.60438824297E-002, +0.00000000000E+000
+3.35647279550E+003, +1.59718765278E-002, +0.00000000000E+000
+3.35897435897E+003, +1.59575124596E-002, +0.00000000000E+000
+3.36147592245E+003, +1.59579734298E-002, +0.00000000000E+000
+3.36397748593E+003, +1.58339280464E-002, +0.00000000000E+000
+3.36647904941E+003, +1.58160653498E-002, +0.00000000000E+000
+3.36898061288E+003, +1.59160395512E-002, +0.00000000000E+000
+3.37148217636E+003, +1.58438610356E-002, +0.00000000000E+000
+3.37398373984E+003, +1.57500387534E-002, +0.00000000000E+000
+3.37648530331E+003, +1.57580427525E-002, +0.00000000000E+000
+3.37898686679E+003, +1.57371058409E-002, +0.00000000000E+000
+3.38148843027E+003, +1.57989193567E-002, +0.00000000000E+000
+3.38398999375E+003, +1.57838358469E-002, +0.00000000000E+000
+3.38649155722E+003, +1.58278700605E-002, +0.00000000000E+000
+3.38899312070E+003, +1.56990033249E-002, +0.00000000000E+000
+3.39149468418E+003, +1.57123208408E-002, +0.00000000000E+000
+3.39399624765E+003, +1.57065707323E-002, +0.00000000000E+000
+3.39649781113E+003, +1.57356805780E-002, +0.00000000000E+000
+3.39899937461E+003, +1.56793894543E-002, +0.00000000000E+000
+3.40150093809E+003, +1.56157448130E-002, +0.00000000000E+000
+3.40400250156E+003, +1.55938313383E-002, +0.00000000000E+000
+3.40650406504E+003, +1.56102945439E-002, +0.00000000000E+000
+3.40900562852E+003, +1.54750506536E-002, +0.00000000000E+000
+3.41150719199E+003, +1.53829326265E-002, +0.00000000000E+000
+3.41400875547E+003, +1.52944674730E-002, +0.00000000000E+000
+3.41651031895E+003, +1.53136001708E-002, +0.00000000000E+000
+3.41901188243E+003, +1.53192515237E-002, +0.00000000000E+000
+3.42151344590E+003, +1.52913119027E-002, +0.00000000000E+000
+3.42401500938E+003, +1.53097792103E-002, +0.00000000000E+000
+3.42651657286E+003, +1.53598011894E-002, +0.00000000000E+000
+3.42901813634E+003, +1.54026743360E-002, +0.00000000000E+000
+3.43151969981E+003, +1.54405938723E-002, +0.00000000000E+000
+3.43402126329E+003, +1.54114239637E-002, +0.00000000000E+000
+3.43652282677E+003, +1.54205215010E-002, +0.00000000000E+000
+3.43902439024E+003, +1.55080432477E-002, +0.00000000000E+000
+3.44152595372E+003, +1.54743556478E-002, +0.00000000000E+000
+3.44402751720E+003, +1.54803455581E-002, +0.00000000000E+000
+3.44652908068E+003, +1.55251527184E-002, +0.00000000000E+000
+3.44903064415E+003, +1.54707692241E-002, +0.00000000000E+000
+3.45153220763E+003, +1.54903363469E-002, +0.00000000000E+000
+3.45403377111E+003, +1.55172450121E-002, +0.00000000000E+000
+3.45653533458E+003, +1.54847446023E-002, +0.00000000000E+000
+3.45903689806E+003, +1.54503665742E-002, +0.00000000000E+000
+3.46153846154E+003, +1.54213032848E-002, +0.00000000000E+000
+3.46404002502E+003, +1.54029564878E-002, +0.00000000000E+000
+3.46654158849E+003, +1.53886291125E-002, +0.00000000000E+000
+3.46904315197E+003, +1.54199213450E-002, +0.00000000000E+000
+3.47154471545E+003, +1.53730757169E-002, +0.00000000000E+000
+3.47404627892E+003, +1.53339705022E-002, +0.00000000000E+000
+3.47654784240E+003, +1.53222266333E-002, +0.00000000000E+000
+3.47904940588E+003, +1.52298432268E-002, +0.00000000000E+000
+3.48155096936E+003, +1.51883408597E-002, +0.00000000000E+000
+3.48405253283E+003, +1.52464221164E-002, +0.00000000000E+000
+3.48655409631E+003, +1.52163917270E-002, +0.00000000000E+000
+3.48905565979E+003, +1.52249245784E-002, +0.00000000000E+000
+3.49155722326E+003, +1.52226878923E-002, +0.00000000000E+000
+3.49405878674E+003, +1.52240877093E-002, +0.00000000000E+000
+3.49656035022E+003, +1.51903063700E-002, +0.00000000000E+000
+3.49906191370E+003, +1.52163293025E-002, +0.00000000000E+000
+3.50156347717E+003, +1.50526960878E-002, +0.00000000000E+000
+3.50406504065E+003, +1.51725690908E-002, +0.00000000000E+000
+3.50656660413E+003, +1.51781563698E-002, +0.00000000000E+000
+3.50906816760E+003, +1.50629805103E-002, +0.00000000000E+000
+3.51156973108E+003, +1.52026283486E-002, +0.00000000000E+000
+3.51407129456E+003, +1.51007313300E-002, +0.00000000000E+000
+3.51657285804E+003, +1.50831779290E-002, +0.00000000000E+000
+3.51907442151E+003, +1.50771062840E-002, +0.00000000000E+000
+3.52157598499E+003, +1.50720629168E-002, +0.00000000000E+000
+3.52407754847E+003, +1.50723712991E-002, +0.00000000000E+000
+3.52657911194E+003, +1.50161023364E-002, +0.00000000000E+000
+3.52908067542E+003, +1.49596187997E-002, +0.00000000000E+000
+3.53158223890E+003, +1.49155963601E-002, +0.00000000000E+000
+3.53408380238E+003, +1.48934131703E-002, +0.00000000000E+000
+3.53658536585E+003, +1.49033783955E-002, +0.00000000000E+000
+3.53908692933E+003, +1.48460276692E-002, +0.00000000000E+000
+3.54158849281E+003, +1.48432112442E-002, +0.00000000000E+000
+3.54409005629E+003, +1.48529342392E-002, +0.00000000000E+000
+3.54659161976E+003, +1.48564983979E-002, +0.00000000000E+000
+3.54909318324E+003, +1.48317508563E-002, +0.00000000000E+000
+3.55159474672E+003, +1.48370080119E-002, +0.00000000000E+000
+3.55409631019E+003, +1.48552335746E-002, +0.00000000000E+000
+3.55659787367E+003, +1.48549742800E-002, +0.00000000000E+000
+3.55909943715E+003, +1.48204485545E-002, +0.00000000000E+000
+3.56160100063E+003, +1.48307064748E-002, +0.00000000000E+000
+3.56410256410E+003, +1.48340372914E-002, +0.00000000000E+000
+3.56660412758E+003, +1.47998606229E-002, +0.00000000000E+000
+3.56910569106E+003, +1.48652664162E-002, +0.00000000000E+000
+3.57160725453E+003, +1.48115282839E-002, +0.00000000000E+000
+3.57410881801E+003, +1.48129916197E-002, +0.00000000000E+000
+3.57661038149E+003, +1.46773276204E-002, +0.00000000000E+000
+3.57911194497E+003, +1.47040746119E-002, +0.00000000000E+000
+3.58161350844E+003, +1.46041458839E-002, +0.00000000000E+000
+3.58411507192E+003, +1.45892646041E-002, +0.00000000000E+000
+3.58661663540E+003, +1.45382853772E-002, +0.00000000000E+000
+3.58911819887E+003, +1.45128811439E-002, +0.00000000000E+000
+3.59161976235E+003, +1.44153900038E-002, +0.00000000000E+000
+3.59412132583E+003, +1.43469251700E-002, +0.00000000000E+000
+3.59662288931E+003, +1.43160102391E-002, +0.00000000000E+000
+3.59912445278E+003, +1.42432254435E-002, +0.00000000000E+000
+3.60162601626E+003, +1.41873304410E-002, +0.00000000000E+000
+3.60412757974E+003, +1.42649109594E-002, +0.00000000000E+000
+3.60662914321E+003, +1.43085431372E-002, +0.00000000000E+000
+3.60913070669E+003, +1.42361020701E-002, +0.00000000000E+000
+3.61163227017E+003, +1.42553627892E-002, +0.00000000000E+000
+3.61413383365E+003, +1.42988797072E-002, +0.00000000000E+000
+3.61663539712E+003, +1.42685771128E-002, +0.00000000000E+000
+3.61913696060E+003, +1.42285819553E-002, +0.00000000000E+000
+3.62163852408E+003, +1.41074072549E-002, +0.00000000000E+000
+3.62414008755E+003, +1.42515531260E-002, +0.00000000000E+000
+3.62664165103E+003, +1.41930871773E-002, +0.00000000000E+000
+3.62914321451E+003, +1.41297388070E-002, +0.00000000000E+000
+3.63164477799E+003, +1.41604490475E-002, +0.00000000000E+000
+3.63414634146E+003, +1.41763393735E-002, +0.00000000000E+000
+3.63664790494E+003, +1.40932671397E-002, +0.00000000000E+000
+3.63914946842E+003, +1.40593150633E-002, +0.00000000000E+000
+3.64165103189E+003, +1.39322581828E-002, +0.00000000000E+000
+3.64415259537E+003, +1.39506067856E-002, +0.00000000000E+000
+3.64665415885E+003, +1.38884223467E-002, +0.00000000000E+000
+3.64915572233E+003, +1.38921783047E-002, +0.00000000000E+000
+3.65165728580E+003, +1.37918312662E-002, +0.00000000000E+000
+3.65415884928E+003, +1.37578080548E-002, +0.00000000000E+000
+3.65666041276E+003, +1.37126180663E-002, +0.00000000000E+000
+3.65916197624E+003, +1.36586085774E-002, +0.00000000000E+000
+3.66166353971E+003, +1.36816555496E-002, +0.00000000000E+000
+3.66416510319E+003, +1.36347611040E-002, +0.00000000000E+000
+3.66666666667E+003, +1.36891571509E-002, +0.00000000000E+000
+3.66916823014E+003, +1.36529569437E-002, +0.00000000000E+000
+3.67166979362E+003, +1.35832921965E-002, +0.00000000000E+000
+3.67417135710E+003, +1.35821288009E-002, +0.00000000000E+000
+3.67667292058E+003, +1.35710222492E-002, +0.00000000000E+000
+3.67917448405E+003, +1.34917871698E-002, +0.00000000000E+000
+3.68167604753E+003, +1.34726482603E-002, +0.00000000000E+000
+3.68417761101E+003, +1.34746675779E-002, +0.00000000000E+000
+3.68667917448E+003, +1.33753312186E-002, +0.00000000000E+000
+3.68918073796E+003, +1.33781057107E-002, +0.00000000000E+000
+3.69168230144E+003, +1.34065515608E-002, +0.00000000000E+000
+3.69418386492E+003, +1.33012567226E-002, +0.00000000000E+000
+3.69668542839E+003, +1.33201152499E-002, +0.00000000000E+000
+3.69918699187E+003, +1.32993411089E-002, +0.00000000000E+000
+3.70168855535E+003, +1.32426400167E-002, +0.00000000000E+000
+3.70419011882E+003, +1.32688394640E-002, +0.00000000000E+000
+3.70669168230E+003, +1.31516550353E-002, +0.00000000000E+000
+3.70919324578E+003, +1.31187229843E-002, +0.00000000000E+000
+3.71169480926E+003, +1.31675525873E-002, +0.00000000000E+000
+3.71419637273E+003, +1.30652781241E-002, +0.00000000000E+000
+3.71669793621E+003, +1.30278217032E-002, +0.00000000000E+000
+3.71919949969E+003, +1.30139950445E-002, +0.00000000000E+000
+3.72170106316E+003, +1.30152990989E-002, +0.00000000000E+000
+3.72420262664E+003, +1.29149471386E-002, +0.00000000000E+000
+3.72670419012E+003, +1.29195891261E-002, +0.00000000000E+000
+3.72920575360E+003, +1.28695628022E-002, +0.00000000000E+000
+3.73170731707E+003, +1.28971031948E-002, +0.00000000000E+000
+3.73420888055E+003, +1.28897403213E-002, +0.00000000000E+000
+3.73671044403E+003, +1.28351460297E-002, +0.00000000000E+000
+3.73921200750E+003, +1.28978857833E-002, +0.00000000000E+000
+3.74171357098E+003, +1.29418887395E-002, +0.00000000000E+000
+3.74421513446E+003, +1.28839011534E-002, +0.00000000000E+000
+3.74671669794E+003, +1.29017564130E-002, +0.00000000000E+000
+3.74921826141E+003, +1.28271373156E-002, +0.00000000000E+000
+3.75171982489E+003, +1.28424975215E-002, +0.00000000000E+000
+3.75422138837E+003, +1.27489341434E-002, +0.00000000000E+000
+3.75672295184E+003, +1.28193939145E-002, +0.00000000000E+000
+3.75922451532E+003, +1.28085738138E-002, +0.00000000000E+000
+3.76172607880E+003, +1.27505432177E-002, +0.00000000000E+000
+3.76422764228E+003, +1.26516575914E-002, +0.00000000000E+000
+3.76672920575E+003, +1.26635385544E-002, +0.00000000000E+000
+3.76923076923E+003, +1.25886990023E-002, +0.00000000000E+000
+3.77173233271E+003, +1.25481425083E-002, +0.00000000000E+000
+3.77423389619E+003, +1.24625135589E-002, +0.00000000000E+000
+3.77673545966E+003, +1.24011601412E-002, +0.00000000000E+000
+3.77923702314E+003, +1.24904615902E-002, +0.00000000000E+000
+3.78173858662E+003, +1.24551475968E-002, +0.00000000000E+000
+3.78424015009E+003, +1.23746715742E-002, +0.00000000000E+000
+3.78674171357E+003, +1.24210674483E-002, +0.00000000000E+000
+3.78924327705E+003, +1.23358695346E-002, +0.00000000000E+000
+3.79174484053E+003, +1.23108492027E-002, +0.00000000000E+000
+3.79424640400E+003, +1.22212059967E-002, +0.00000000000E+000
+3.79674796748E+003, +1.22885899059E-002, +0.00000000000E+000
+3.79924953096E+003, +1.22635687373E-002, +0.00000000000E+000
+3.80175109443E+003, +1.23164939838E-002, +0.00000000000E+000
+3.80425265791E+003, +1.21745285647E-002, +0.00000000000E+000
+3.80675422139E+003, +1.21363585205E-002, +0.00000000000E+000
+3.80925578487E+003, +1.22373248977E-002, +0.00000000000E+000
+3.81175734834E+003, +1.21632015292E-002, +0.00000000000E+000
+3.81425891182E+003, +1.20951305777E-002, +0.00000000000E+000
+3.81676047530E+003, +1.20907237250E-002, +0.00000000000E+000
+3.81926203877E+003, +1.21094989501E-002, +0.00000000000E+000
+3.82176360225E+003, +1.20868013797E-002, +0.00000000000E+000
+3.82426516573E+003, +1.20424021257E-002, +0.00000000000E+000
+3.82676672921E+003, +1.20622991894E-002, +0.00000000000E+000
+3.82926829268E+003, +1.20499589700E-002, +0.00000000000E+000
+3.83176985616E+003, +1.19837216862E-002, +0.00000000000E+000
+3.83427141964E+003, +1.19808713904E-002, +0.00000000000E+000
+3.83677298311E+003, +1.20596025359E-002, +0.00000000000E+000
+3.83927454659E+003, +1.20227144154E-002, +0.00000000000E+000
+3.84177611007E+003, +1.19834636745E-002, +0.00000000000E+000
+3.84427767355E+003, +1.19570088737E-002, +0.00000000000E+000
+3.84677923702E+003, +1.19242590221E-002, +0.00000000000E+000
+3.84928080050E+003, +1.18754416303E-002, +0.00000000000E+000
+3.85178236398E+003, +1.18604432106E-002, +0.00000000000E+000
+3.85428392745E+003, +1.17730705321E-002, +0.00000000000E+000
+3.85678549093E+003, +1.18587891658E-002, +0.00000000000E+000
+3.85928705441E+003, +1.18623233425E-002, +0.00000000000E+000
+3.86178861789E+003, +1.17398423006E-002, +0.00000000000E+000
+3.86429018136E+003, +1.17349187957E-002, +0.00000000000E+000
+3.86679174484E+003, +1.16889934556E-002, +0.00000000000E+000
+3.86929330832E+003, +1.16505631432E-002, +0.00000000000E+000
+3.87179487179E+003, +1.16162221617E-002, +0.00000000000E+000
+3.87429643527E+003, +1.16331664325E-002, +0.00000000000E+000
+3.87679799875E+003, +1.16101700083E-002, +0.00000000000E+000
+3.87929956223E+003, +1.16516741354E-002, +0.00000000000E+000
+3.88180112570E+003, +1.15909812491E-002, +0.00000000000E+000
+3.88430268918E+003, +1.15615756963E-002, +0.00000000000E+000
+3.88680425266E+003, +1.15690842717E-002, +0.00000000000E+000
+3.88930581614E+003, +1.15068029319E-002, +0.00000000000E+000
+3.89180737961E+003, +1.15040543213E-002, +0.00000000000E+000
+3.89430894309E+003, +1.15099158107E-002, +0.00000000000E+000
+3.89681050657E+003, +1.14438678324E-002, +0.00000000000E+000
+3.89931207004E+003, +1.14355943893E-002, +0.00000000000E+000
+3.90181363352E+003, +1.13654531194E-002, +0.00000000000E+000
+3.90431519700E+003, +1.13548183440E-002, +0.00000000000E+000
+3.90681676048E+003, +1.14157372107E-002, +0.00000000000E+000
+3.90931832395E+003, +1.13083650124E-002, +0.00000000000E+000
+3.91181988743E+003, +1.13181378160E-002, +0.00000000000E+000
+3.91432145091E+003, +1.13448109082E-002, +0.00000000000E+000
+3.91682301438E+003, +1.13120950876E-002, +0.00000000000E+000
+3.91932457786E+003, +1.12662737018E-002, +0.00000000000E+000
+3.92182614134E+003, +1.12228020577E-002, +0.00000000000E+000
+3.92432770482E+003, +1.11808748149E-002, +0.00000000000E+000
+3.92682926829E+003, +1.12451385917E-002, +0.00000000000E+000
+3.92933083177E+003, +1.11988251848E-002, +0.00000000000E+000
+3.93183239525E+003, +1.10968829696E-002, +0.00000000000E+000
+3.93433395872E+003, +1.11123033319E-002, +0.00000000000E+000
+3.93683552220E+003, +1.11391461002E-002, +0.00000000000E+000
+3.93933708568E+003, +1.10739106320E-002, +0.00000000000E+000
+3.94183864916E+003, +1.10578713771E-002, +0.00000000000E+000
+3.94434021263E+003, +1.10628210948E-002, +0.00000000000E+000
+3.94684177611E+003, +1.09886898365E-002, +0.00000000000E+000
+3.94934333959E+003, +1.10158714828E-002, +0.00000000000E+000
+3.95184490306E+003, +1.09966642139E-002, +0.00000000000E+000
+3.95434646654E+003, +1.08921284326E-002, +0.00000000000E+000
+3.95684803002E+003, +1.08758611487E-002, +0.00000000000E+000
+3.95934959350E+003, +1.09296061641E-002, +0.00000000000E+000
+3.96185115697E+003, +1.08720077405E-002, +0.00000000000E+000
+3.96435272045E+003, +1.08663150383E-002, +0.00000000000E+000
+3.96685428393E+003, +1.08133489055E-002, +0.00000000000E+000
+3.96935584740E+003, +1.08538520445E-002, +0.00000000000E+000
+3.97185741088E+003, +1.08967547932E-002, +0.00000000000E+000
+3.97435897436E+003, +1.07169390762E-002, +0.00000000000E+000
+3.97686053784E+003, +1.07129336949E-002, +0.00000000000E+000
+3.97936210131E+003, +1.07444932090E-002, +0.00000000000E+000
+3.98186366479E+003, +1.07741253418E-002, +0.00000000000E+000
+3.98436522827E+003, +1.06495229068E-002, +0.00000000000E+000
+3.98686679174E+003, +1.06734818018E-002, +0.00000000000E+000
+3.98936835522E+003, +1.06462773593E-002, +0.00000000000E+000
+3.99186991870E+003, +1.06756254454E-002, +0.00000000000E+000
+3.99437148218E+003, +1.06090807215E-002, +0.00000000000E+000
+3.99687304565E+003, +1.05038677351E-002, +0.00000000000E+000
+3.99937460913E+003, +1.05966236878E-002, +0.00000000000E+000
+4.00187617261E+003, +1.05660588121E-002, +0.00000000000E+000
+4.00437773609E+003, +1.04896068026E-002, +0.00000000000E+000
+4.00687929956E+003, +1.04769337099E-002, +0.00000000000E+000
+4.00938086304E+003, +1.04316401172E-002, +0.00000000000E+000
+4.01188242652E+003, +1.04392065437E-002, +0.00000000000E+000
+4.01438398999E+003, +1.04210715228E-002, +0.00000000000E+000
+4.01688555347E+003, +1.02961184777E-002, +0.00000000000E+000
+4.01938711695E+003, +1.03632726437E-002, +0.00000000000E+000
+4.02188868043E+003, +1.03006859428E-002, +0.00000000000E+000
+4.02439024390E+003, +1.02555209894E-002, +0.00000000000E+000
+4.02689180738E+003, +1.02651501407E-002, +0.00000000000E+000
+4.02939337086E+003, +1.01559154424E-002, +0.00000000000E+000
+4.03189493433E+003, +1.01734809542E-002, +0.00000000000E+000
+4.03439649781E+003, +1.01839458794E-002, +0.00000000000E+000
+4.03689806129E+003, +1.01396943031E-002, +0.00000000000E+000
+4.03939962477E+003, +1.01559675572E-002, +0.00000000000E+000
+4.04190118824E+003, +1.01365180830E-002, +0.00000000000E+000
+4.04440275172E+003, +1.01528584784E-002, +0.00000000000E+000
+4.04690431520E+003, +1.01243852074E-002, +0.00000000000E+000
+4.04940587867E+003, +1.01647454190E-002, +0.00000000000E+000
+4.05190744215E+003, +1.00471332712E-002, +0.00000000000E+000
+4.05440900563E+003, +1.00330069392E-002, +0.00000000000E+000
+4.05691056911E+003, +9.98740881737E-003, +0.00000000000E+000
+4.05941213258E+003, +9.95973522869E-003, +0.00000000000E+000
+4.06191369606E+003, +9.89842190123E-003, +0.00000000000E+000
+4.06441525954E+003, +9.88344187539E-003, +0.00000000000E+000
+4.06691682301E+003, +9.95439867048E-003, +0.00000000000E+000
+4.06941838649E+003, +9.90968025588E-003, +0.00000000000E+000
+4.07191994997E+003, +9.79052353999E-003, +0.00000000000E+000
+4.07442151345E+003, +9.71572840441E-003, +0.00000000000E+000
+4.07692307692E+003, +9.73448952593E-003, +0.00000000000E+000
+4.07942464040E+003, +9.67415783517E-003, +0.00000000000E+000
+4.08192620388E+003, +9.53713047355E-003, +0.00000000000E+000
+4.08442776735E+003, +9.67210707005E-003, +0.00000000000E+000
+4.08692933083E+003, +9.64392919837E-003, +0.00000000000E+000
+4.08943089431E+003, +9.57923656313E-003, +0.00000000000E+000
+4.09193245779E+003, +9.56669206390E-003, +0.00000000000E+000
+4.09443402126E+003, +9.57564767284E-003, +0.00000000000E+000
+4.09693558474E+003, +9.63394744220E-003, +0.00000000000E+000
+4.09943714822E+003, +9.50438131569E-003, +0.00000000000E+000
+4.10193871169E+003, +9.47941119270E-003, +0.00000000000E+000
+4.10444027517E+003, +9.60477505511E-003, +0.00000000000E+000
+4.10694183865E+003, +9.55401248947E-003, +0.00000000000E+000
+4.10944340213E+003, +9.47861597272E-003, +0.00000000000E+000
+4.11194496560E+003, +9.44198533650E-003, +0.00000000000E+000
+4.11444652908E+003, +9.43827898258E-003, +0.00000000000E+000
+4.11694809256E+003, +9.41357407310E-003, +0.00000000000E+000
+4.11944965604E+003, +9.38557821639E-003, +0.00000000000E+000
+4.12195121951E+003, +9.34850610255E-003, +0.00000000000E+000
+4.12445278299E+003, +9.28782958564E-003, +0.00000000000E+000
+4.12695434647E+003, +9.17807647499E-003, +0.00000000000E+000
+4.12945590994E+003, +9.18225569474E-003, +0.00000000000E+000
+4.13195747342E+003, +9.15834611037E-003, +0.00000000000E+000
+4.13445903690E+003, +9.16834343344E-003, +0.00000000000E+000
+4.13696060038E+003, +9.06085969438E-003, +0.00000000000E+000
+4.13946216385E+003, +8.99752494684E-003, +0.00000000000E+000
+4.14196372733E+003, +9.07131881075E-003, +0.00000000000E+000
+4.14446529081E+003, +8.99315307491E-003, +0.00000000000E+000
+4.14696685428E+003, +8.91662089707E-003, +0.00000000000E+000
+4.14946841776E+003, +8.91422548363E-003, +0.00000000000E+000
+4.15196998124E+003, +8.88831737294E-003, +0.00000000000E+000
